Location,Sex,Age,Total
S02001004,Male,"[17,70)",1875
S02001004,Female,"70+",575
S02001004,Male,"70+",531
S02001001,Female,"[0,17)",245
S02001001,Male,"[0,17)",227
S02001001,Female,"[17,70)",1307
S02001001,Male,"[17,70)",1208
S02001001,Female,"70+",286
S02001001,Male,"70+",265
S02001002,Female,"[0,17)",381
S02001002,Male,"[0,17)",353
S02001002,Female,"[17,70)",1528
S02001002,Male,"[17,70)",1412
S02001002,Female,"70+",604
S02001002,Male,"70+",558
S02000993,Female,"[0,17)",346
S02000993,Male,"[0,17)",320
S02000993,Female,"[17,70)",1294
S02000993,Male,"[17,70)",1196
S02000993,Female,"70+",281
S02000993,Male,"70+",260
S02000991,Female,"[0,17)",405
S02000991,Male,"[0,17)",375
S02000991,Female,"[17,70)",1875
S02000991,Male,"[17,70)",1732
S02000991,Female,"70+",725
S02000991,Male,"70+",671
S02000990,Female,"[0,17)",356
S02000990,Male,"[0,17)",329
S02000990,Female,"[17,70)",1605
S02000990,Male,"[17,70)",1483
S02000990,Female,"70+",537
S02000990,Male,"70+",496
S02000995,Female,"[0,17)",555
S02000995,Male,"[0,17)",514
S02000995,Female,"[17,70)",1920
S02000995,Male,"[17,70)",1774
S02000995,Female,"70+",410
S02000995,Male,"70+",379
S02000353,Female,"[0,17)",290
S02000353,Male,"[0,17)",268
S02000353,Female,"[17,70)",1026
S02000353,Male,"[17,70)",948
S02000353,Female,"70+",270
S02000353,Male,"70+",251
S02000629,Female,"[0,17)",268
S02000629,Male,"[0,17)",249
S02000629,Female,"[17,70)",1223
S02000629,Male,"[17,70)",1130
S02000629,Female,"70+",181
S02000629,Male,"70+",168
S02000633,Female,"[0,17)",598
S02000633,Male,"[0,17)",553
S02000633,Female,"[17,70)",2165
S02000633,Male,"[17,70)",1999
S02000633,Female,"70+",433
S02000633,Male,"70+",400
S02000671,Female,"[0,17)",166
S02000671,Male,"[0,17)",154
S02000671,Female,"[17,70)",1536
S02000671,Male,"[17,70)",1419
S02000671,Female,"70+",286
S02000671,Male,"70+",265
S02000677,Female,"[0,17)",218
S02000677,Male,"[0,17)",202
S02000677,Female,"[17,70)",1595
S02000677,Male,"[17,70)",1474
S02000677,Female,"70+",315
S02000677,Male,"70+",291
S02000871,Female,"[0,17)",429
S02000871,Male,"[0,17)",396
S02000871,Female,"[17,70)",1397
S02000871,Male,"[17,70)",1291
S02000871,Female,"70+",270
S02000871,Male,"70+",251
S02000794,Female,"[0,17)",595
S02000794,Male,"[0,17)",551
S02000794,Female,"[17,70)",1882
S02000794,Male,"[17,70)",1738
S02000794,Female,"70+",393
S02000794,Male,"70+",364
S02001042,Female,"[0,17)",358
S02001042,Male,"[0,17)",332
S02001042,Female,"[17,70)",1334
S02001042,Male,"[17,70)",1233
S02001042,Female,"70+",555
S02001042,Male,"70+",514
S02001041,Female,"[0,17)",342
S02001041,Male,"[0,17)",316
S02001041,Female,"[17,70)",1063
S02001041,Male,"[17,70)",983
S02001041,Female,"70+",480
S02001041,Male,"70+",444
S02000791,Female,"[0,17)",287
S02000791,Male,"[0,17)",266
S02000791,Female,"[17,70)",877
S02000791,Male,"[17,70)",811
S02000791,Female,"70+",269
S02000791,Male,"70+",249
S02000792,Female,"[0,17)",307
S02000792,Male,"[0,17)",285
S02000792,Female,"[17,70)",1132
S02000792,Male,"[17,70)",1046
S02000792,Female,"70+",333
S02000792,Male,"70+",309
S02000789,Female,"[0,17)",283
S02000789,Male,"[0,17)",262
S02000789,Female,"[17,70)",1198
S02000789,Male,"[17,70)",1107
S02000789,Female,"70+",461
S02000789,Male,"70+",426
S02000790,Female,"[0,17)",320
S02000790,Male,"[0,17)",296
S02000790,Female,"[17,70)",1235
S02000790,Male,"[17,70)",1140
S02000790,Female,"70+",429
S02000790,Male,"70+",396
S02000641,Female,"[0,17)",589
S02000641,Male,"[0,17)",545
S02000641,Female,"[17,70)",1758
S02000641,Male,"[17,70)",1624
S02000641,Female,"70+",449
S02000641,Male,"70+",416
S02000797,Female,"[0,17)",604
S02000797,Male,"[0,17)",558
S02000797,Female,"[17,70)",2042
S02000797,Male,"[17,70)",1886
S02000797,Female,"70+",596
S02000797,Male,"70+",552
S02000199,Female,"[0,17)",183
S02000199,Male,"[0,17)",169
S02000199,Female,"[17,70)",2233
S02000199,Male,"[17,70)",2062
S02000199,Female,"70+",181
S02000199,Male,"70+",168
S02000086,Female,"[0,17)",190
S02000086,Male,"[0,17)",176
S02000086,Female,"[17,70)",793
S02000086,Male,"[17,70)",732
S02000086,Female,"70+",315
S02000086,Male,"70+",292
S02000088,Female,"[0,17)",613
S02000088,Male,"[0,17)",566
S02000088,Female,"[17,70)",2187
S02000088,Male,"[17,70)",2019
S02000088,Female,"70+",529
S02000088,Male,"70+",489
S02000085,Female,"[0,17)",387
S02000085,Male,"[0,17)",358
S02000085,Female,"[17,70)",1544
S02000085,Male,"[17,70)",1427
S02000085,Female,"70+",403
S02000085,Male,"70+",372
S02000089,Female,"[0,17)",264
S02000089,Male,"[0,17)",244
S02000089,Female,"[17,70)",1126
S02000089,Male,"[17,70)",1040
S02000089,Female,"70+",430
S02000089,Male,"70+",397
S02000910,Female,"[0,17)",330
S02000910,Male,"[0,17)",306
S02000910,Female,"[17,70)",1043
S02000910,Male,"[17,70)",964
S02000910,Female,"70+",256
S02000910,Male,"70+",238
S02000680,Female,"[0,17)",404
S02000680,Male,"[0,17)",374
S02000680,Female,"[17,70)",1435
S02000680,Male,"[17,70)",1325
S02000680,Female,"70+",222
S02000680,Male,"70+",205
S02000248,Female,"[0,17)",200
S02000248,Male,"[0,17)",186
S02000248,Female,"[17,70)",1094
S02000248,Male,"[17,70)",1011
S02000248,Female,"70+",362
S02000248,Male,"70+",335
S02000980,Female,"[0,17)",222
S02000980,Male,"[0,17)",206
S02000980,Female,"[17,70)",1155
S02000980,Male,"[17,70)",1067
S02000980,Female,"70+",537
S02000980,Male,"70+",496
S02000435,Female,"[0,17)",287
S02000435,Male,"[0,17)",265
S02000435,Female,"[17,70)",1004
S02000435,Male,"[17,70)",928
S02000435,Female,"70+",348
S02000435,Male,"70+",322
S02000617,Female,"[0,17)",452
S02000617,Male,"[0,17)",418
S02000617,Female,"[17,70)",1476
S02000617,Male,"[17,70)",1363
S02000617,Female,"70+",336
S02000617,Male,"70+",311
S02000608,Female,"[0,17)",709
S02000608,Male,"[0,17)",655
S02000608,Female,"[17,70)",2608
S02000608,Male,"[17,70)",2408
S02000608,Female,"70+",431
S02000608,Male,"70+",399
S02000602,Female,"[0,17)",327
S02000602,Male,"[0,17)",302
S02000602,Female,"[17,70)",1472
S02000602,Male,"[17,70)",1359
S02000602,Female,"70+",438
S02000602,Male,"70+",405
S02000622,Female,"[0,17)",565
S02000622,Male,"[0,17)",522
S02000622,Female,"[17,70)",1861
S02000622,Male,"[17,70)",1718
S02000622,Female,"70+",152
S02000622,Male,"70+",141
S02000624,Female,"[0,17)",546
S02000624,Male,"[0,17)",504
S02000624,Female,"[17,70)",1628
S02000624,Male,"[17,70)",1504
S02000624,Female,"70+",295
S02000624,Male,"70+",273
S02000449,Female,"[0,17)",255
S02000449,Male,"[0,17)",236
S02000449,Female,"[17,70)",1381
S02000449,Male,"[17,70)",1276
S02000449,Female,"70+",490
S02000449,Male,"70+",453
S02000375,Female,"[0,17)",191
S02000375,Male,"[0,17)",178
S02000375,Female,"[17,70)",2011
S02000375,Male,"[17,70)",1857
S02000375,Female,"70+",184
S02000375,Male,"70+",170
S02000775,Female,"[0,17)",392
S02000775,Male,"[0,17)",363
S02000775,Female,"[17,70)",1547
S02000775,Male,"[17,70)",1428
S02000775,Female,"70+",501
S02000775,Male,"70+",463
S02000774,Female,"[0,17)",475
S02000774,Male,"[0,17)",440
S02000774,Female,"[17,70)",1576
S02000774,Male,"[17,70)",1456
S02000774,Female,"70+",471
S02000774,Male,"70+",435
S02000776,Female,"[0,17)",460
S02000776,Male,"[0,17)",425
S02000776,Female,"[17,70)",1838
S02000776,Male,"[17,70)",1697
S02000776,Female,"70+",513
S02000776,Male,"70+",475
S02000058,Female,"[0,17)",353
S02000058,Male,"[0,17)",326
S02000058,Female,"[17,70)",1621
S02000058,Male,"[17,70)",1497
S02000058,Female,"70+",336
S02000058,Male,"70+",312
S02000396,Female,"[0,17)",382
S02000396,Male,"[0,17)",354
S02000396,Female,"[17,70)",1492
S02000396,Male,"[17,70)",1378
S02000396,Female,"70+",297
S02000396,Male,"70+",276
S02000172,Female,"[0,17)",359
S02000172,Male,"[0,17)",333
S02000172,Female,"[17,70)",1274
S02000172,Male,"[17,70)",1176
S02000172,Female,"70+",490
S02000172,Male,"70+",453
S02000097,Female,"[0,17)",276
S02000097,Male,"[0,17)",255
S02000097,Female,"[17,70)",976
S02000097,Male,"[17,70)",902
S02000097,Female,"70+",421
S02000097,Male,"70+",390
S02000692,Female,"[0,17)",521
S02000692,Male,"[0,17)",481
S02000692,Female,"[17,70)",1891
S02000692,Male,"[17,70)",1747
S02000692,Female,"70+",670
S02000692,Male,"70+",619
S02000949,Female,"[0,17)",329
S02000949,Male,"[0,17)",305
S02000949,Female,"[17,70)",1201
S02000949,Male,"[17,70)",1110
S02000949,Female,"70+",387
S02000949,Male,"70+",358
S02000364,Female,"[0,17)",217
S02000364,Male,"[0,17)",202
S02000364,Female,"[17,70)",1155
S02000364,Male,"[17,70)",1068
S02000364,Female,"70+",380
S02000364,Male,"70+",351
S02001075,Female,"[0,17)",369
S02001075,Male,"[0,17)",342
S02001075,Female,"[17,70)",1393
S02001075,Male,"[17,70)",1286
S02001075,Female,"70+",563
S02001075,Male,"70+",521
S02001073,Female,"[0,17)",346
S02001073,Male,"[0,17)",320
S02001073,Female,"[17,70)",1402
S02001073,Male,"[17,70)",1295
S02001073,Female,"70+",576
S02001073,Male,"70+",533
S02001074,Female,"[0,17)",251
S02001074,Male,"[0,17)",232
S02001074,Female,"[17,70)",1058
S02001074,Male,"[17,70)",978
S02001074,Female,"70+",489
S02001074,Male,"70+",452
S02000812,Female,"[0,17)",413
S02000812,Male,"[0,17)",382
S02000812,Female,"[17,70)",1406
S02000812,Male,"[17,70)",1298
S02000812,Female,"70+",414
S02000812,Male,"70+",384
S02000981,Female,"[0,17)",355
S02000981,Male,"[0,17)",328
S02000981,Female,"[17,70)",1517
S02000981,Male,"[17,70)",1402
S02000981,Female,"70+",647
S02000981,Male,"70+",599
S02001174,Female,"[0,17)",277
S02001174,Male,"[0,17)",256
S02001174,Female,"[17,70)",1016
S02001174,Male,"[17,70)",939
S02001174,Female,"70+",235
S02001174,Male,"70+",217
S02000369,Female,"[0,17)",331
S02000369,Male,"[0,17)",306
S02000369,Female,"[17,70)",1187
S02000369,Male,"[17,70)",1097
S02000369,Female,"70+",317
S02000369,Male,"70+",294
S02000447,Female,"[0,17)",313
S02000447,Male,"[0,17)",289
S02000447,Female,"[17,70)",1148
S02000447,Male,"[17,70)",1061
S02000447,Female,"70+",359
S02000447,Male,"70+",333
S02001013,Female,"[0,17)",422
S02001013,Male,"[0,17)",391
S02001013,Female,"[17,70)",1852
S02001013,Male,"[17,70)",1710
S02001013,Female,"70+",556
S02001013,Male,"70+",515
S02001016,Female,"[0,17)",387
S02001016,Male,"[0,17)",358
S02001016,Female,"[17,70)",1818
S02001016,Male,"[17,70)",1680
S02001016,Female,"70+",322
S02001016,Male,"70+",299
S02001011,Female,"[0,17)",394
S02001011,Male,"[0,17)",364
S02001011,Female,"[17,70)",1553
S02001011,Male,"[17,70)",1435
S02001011,Female,"70+",675
S02001011,Male,"70+",624
S02001014,Female,"[0,17)",718
S02001014,Male,"[0,17)",664
S02001014,Female,"[17,70)",2338
S02001014,Male,"[17,70)",2160
S02001014,Female,"70+",511
S02001014,Male,"70+",473
S02001015,Female,"[0,17)",385
S02001015,Male,"[0,17)",356
S02001015,Female,"[17,70)",1388
S02001015,Male,"[17,70)",1283
S02001015,Female,"70+",515
S02001015,Male,"70+",476
S02000984,Female,"[0,17)",398
S02000984,Male,"[0,17)",368
S02000984,Female,"[17,70)",1250
S02000984,Male,"[17,70)",1155
S02000984,Female,"70+",335
S02000984,Male,"70+",311
S02000403,Female,"[0,17)",300
S02000403,Male,"[0,17)",278
S02000403,Female,"[17,70)",1266
S02000403,Male,"[17,70)",1170
S02000403,Female,"70+",304
S02000403,Male,"70+",282
S02000410,Female,"[0,17)",332
S02000410,Male,"[0,17)",308
S02000410,Female,"[17,70)",1291
S02000410,Male,"[17,70)",1192
S02000410,Female,"70+",304
S02000410,Male,"70+",282
S02000667,Female,"[0,17)",538
S02000667,Male,"[0,17)",497
S02000667,Female,"[17,70)",2038
S02000667,Male,"[17,70)",1882
S02000667,Female,"70+",489
S02000667,Male,"70+",453
S02000695,Female,"[0,17)",654
S02000695,Male,"[0,17)",604
S02000695,Female,"[17,70)",2322
S02000695,Male,"[17,70)",2145
S02000695,Female,"70+",290
S02000695,Male,"70+",268
S02000274,Female,"[0,17)",403
S02000274,Male,"[0,17)",372
S02000274,Female,"[17,70)",1313
S02000274,Male,"[17,70)",1212
S02000274,Female,"70+",328
S02000274,Male,"70+",304
S02000098,Female,"[0,17)",661
S02000098,Male,"[0,17)",611
S02000098,Female,"[17,70)",2160
S02000098,Male,"[17,70)",1994
S02000098,Female,"70+",617
S02000098,Male,"70+",571
S02000021,Female,"[0,17)",274
S02000021,Male,"[0,17)",254
S02000021,Female,"[17,70)",2440
S02000021,Male,"[17,70)",2253
S02000021,Female,"70+",263
S02000021,Male,"70+",243
S02000754,Female,"[0,17)",354
S02000754,Male,"[0,17)",327
S02000754,Female,"[17,70)",1179
S02000754,Male,"[17,70)",1090
S02000754,Female,"70+",442
S02000754,Male,"70+",408
S02000757,Female,"[0,17)",283
S02000757,Male,"[0,17)",262
S02000757,Female,"[17,70)",1103
S02000757,Male,"[17,70)",1020
S02000757,Female,"70+",373
S02000757,Male,"70+",345
S02000760,Female,"[0,17)",261
S02000760,Male,"[0,17)",241
S02000760,Female,"[17,70)",989
S02000760,Male,"[17,70)",913
S02000760,Female,"70+",403
S02000760,Male,"70+",373
S02000751,Female,"[0,17)",206
S02000751,Male,"[0,17)",192
S02000751,Female,"[17,70)",924
S02000751,Male,"[17,70)",854
S02000751,Female,"70+",447
S02000751,Male,"70+",414
S02000486,Female,"[0,17)",315
S02000486,Male,"[0,17)",292
S02000486,Female,"[17,70)",1162
S02000486,Male,"[17,70)",1073
S02000486,Female,"70+",362
S02000486,Male,"70+",336
S02000488,Female,"[0,17)",276
S02000488,Male,"[0,17)",256
S02000488,Female,"[17,70)",1049
S02000488,Male,"[17,70)",969
S02000488,Female,"70+",292
S02000488,Male,"70+",270
S02000489,Female,"[0,17)",227
S02000489,Male,"[0,17)",210
S02000489,Female,"[17,70)",840
S02000489,Male,"[17,70)",777
S02000489,Female,"70+",238
S02000489,Male,"70+",221
S02000482,Female,"[0,17)",483
S02000482,Male,"[0,17)",446
S02000482,Female,"[17,70)",1638
S02000482,Male,"[17,70)",1512
S02000482,Female,"70+",174
S02000482,Male,"70+",161
S02000182,Female,"[0,17)",196
S02000182,Male,"[0,17)",182
S02000182,Female,"[17,70)",899
S02000182,Male,"[17,70)",830
S02000182,Female,"70+",282
S02000182,Male,"70+",262
S02000133,Female,"[0,17)",269
S02000133,Male,"[0,17)",249
S02000133,Female,"[17,70)",1153
S02000133,Male,"[17,70)",1065
S02000133,Female,"70+",592
S02000133,Male,"70+",548
S02000666,Female,"[0,17)",641
S02000666,Male,"[0,17)",592
S02000666,Female,"[17,70)",1978
S02000666,Male,"[17,70)",1827
S02000666,Female,"70+",368
S02000666,Male,"70+",340
S02000688,Female,"[0,17)",406
S02000688,Male,"[0,17)",376
S02000688,Female,"[17,70)",3028
S02000688,Male,"[17,70)",2796
S02000688,Female,"70+",342
S02000688,Male,"70+",317
S02000810,Female,"[0,17)",278
S02000810,Male,"[0,17)",257
S02000810,Female,"[17,70)",1037
S02000810,Male,"[17,70)",959
S02000810,Female,"70+",296
S02000810,Male,"70+",274
S02000788,Female,"[0,17)",512
S02000788,Male,"[0,17)",473
S02000788,Female,"[17,70)",1765
S02000788,Male,"[17,70)",1631
S02000788,Female,"70+",523
S02000788,Male,"70+",484
S02000521,Female,"[0,17)",239
S02000521,Male,"[0,17)",222
S02000521,Female,"[17,70)",1008
S02000521,Male,"[17,70)",931
S02000521,Female,"70+",391
S02000521,Male,"70+",362
S02000846,Female,"[0,17)",219
S02000846,Male,"[0,17)",204
S02000846,Female,"[17,70)",1111
S02000846,Male,"[17,70)",1027
S02000846,Female,"70+",411
S02000846,Male,"70+",381
S02000852,Female,"[0,17)",556
S02000852,Male,"[0,17)",515
S02000852,Female,"[17,70)",1520
S02000852,Male,"[17,70)",1404
S02000852,Female,"70+",391
S02000852,Male,"70+",362
S02000848,Female,"[0,17)",279
S02000848,Male,"[0,17)",258
S02000848,Female,"[17,70)",1077
S02000848,Male,"[17,70)",995
S02000848,Female,"70+",388
S02000848,Male,"70+",359
S02001164,Female,"[0,17)",548
S02001164,Male,"[0,17)",506
S02001164,Female,"[17,70)",1658
S02001164,Male,"[17,70)",1531
S02001164,Female,"70+",392
S02001164,Male,"70+",363
S02000155,Female,"[0,17)",598
S02000155,Male,"[0,17)",552
S02000155,Female,"[17,70)",1916
S02000155,Male,"[17,70)",1769
S02000155,Female,"70+",564
S02000155,Male,"70+",522
S02000968,Female,"[0,17)",361
S02000968,Male,"[0,17)",334
S02000968,Female,"[17,70)",1239
S02000968,Male,"[17,70)",1145
S02000968,Female,"70+",705
S02000968,Male,"70+",652
S02000686,Female,"[0,17)",472
S02000686,Male,"[0,17)",437
S02000686,Female,"[17,70)",1489
S02000686,Male,"[17,70)",1376
S02000686,Female,"70+",321
S02000686,Male,"70+",298
S02000684,Female,"[0,17)",323
S02000684,Male,"[0,17)",300
S02000684,Female,"[17,70)",1270
S02000684,Male,"[17,70)",1174
S02000684,Female,"70+",189
S02000684,Male,"70+",175
S02000758,Female,"[0,17)",399
S02000758,Male,"[0,17)",369
S02000758,Female,"[17,70)",1341
S02000758,Male,"[17,70)",1238
S02000758,Female,"70+",511
S02000758,Male,"70+",473
S02000931,Female,"[0,17)",367
S02000931,Male,"[0,17)",340
S02000931,Female,"[17,70)",1146
S02000931,Male,"[17,70)",1059
S02000931,Female,"70+",342
S02000931,Male,"70+",316
S02000032,Female,"[0,17)",305
S02000032,Male,"[0,17)",283
S02000032,Female,"[17,70)",2153
S02000032,Male,"[17,70)",1989
S02000032,Female,"70+",377
S02000032,Male,"70+",349
S02001030,Female,"[0,17)",445
S02001030,Male,"[0,17)",412
S02001030,Female,"[17,70)",1697
S02001030,Male,"[17,70)",1567
S02001030,Female,"70+",713
S02001030,Male,"70+",660
S02000365,Female,"[0,17)",346
S02000365,Male,"[0,17)",320
S02000365,Female,"[17,70)",2047
S02000365,Male,"[17,70)",1891
S02000365,Female,"70+",307
S02000365,Male,"70+",284
S02000807,Female,"[0,17)",346
S02000807,Male,"[0,17)",320
S02000807,Female,"[17,70)",1239
S02000807,Male,"[17,70)",1144
S02000807,Female,"70+",332
S02000807,Male,"70+",307
S02001161,Female,"[0,17)",237
S02001161,Male,"[0,17)",220
S02001161,Female,"[17,70)",1169
S02001161,Male,"[17,70)",1080
S02001161,Female,"70+",444
S02001161,Male,"70+",410
S02000900,Female,"[0,17)",295
S02000900,Male,"[0,17)",273
S02000900,Female,"[17,70)",939
S02000900,Male,"[17,70)",868
S02000900,Female,"70+",302
S02000900,Male,"70+",279
S02000605,Female,"[0,17)",177
S02000605,Male,"[0,17)",164
S02000605,Female,"[17,70)",1357
S02000605,Male,"[17,70)",1254
S02000605,Female,"70+",173
S02000605,Male,"70+",161
S02000609,Female,"[0,17)",190
S02000609,Male,"[0,17)",177
S02000609,Female,"[17,70)",1496
S02000609,Male,"[17,70)",1381
S02000609,Female,"70+",215
S02000609,Male,"70+",200
S02000027,Female,"[0,17)",405
S02000027,Male,"[0,17)",375
S02000027,Female,"[17,70)",1637
S02000027,Male,"[17,70)",1512
S02000027,Female,"70+",566
S02000027,Male,"70+",523
S02001050,Female,"[0,17)",352
S02001050,Male,"[0,17)",325
S02001050,Female,"[17,70)",1100
S02001050,Male,"[17,70)",1017
S02001050,Female,"70+",299
S02001050,Male,"70+",276
S02000632,Female,"[0,17)",337
S02000632,Male,"[0,17)",312
S02000632,Female,"[17,70)",1524
S02000632,Male,"[17,70)",1408
S02000632,Female,"70+",453
S02000632,Male,"70+",420
S02000611,Female,"[0,17)",297
S02000611,Male,"[0,17)",276
S02000611,Female,"[17,70)",1427
S02000611,Male,"[17,70)",1318
S02000611,Female,"70+",351
S02000611,Male,"70+",325
S02000441,Female,"[0,17)",370
S02000441,Male,"[0,17)",342
S02000441,Female,"[17,70)",1243
S02000441,Male,"[17,70)",1149
S02000441,Female,"70+",210
S02000441,Male,"70+",194
S02000240,Female,"[0,17)",549
S02000240,Male,"[0,17)",507
S02000240,Female,"[17,70)",1445
S02000240,Male,"[17,70)",1335
S02000240,Female,"70+",308
S02000240,Male,"70+",286
S02000894,Female,"[0,17)",364
S02000894,Male,"[0,17)",337
S02000894,Female,"[17,70)",1262
S02000894,Male,"[17,70)",1166
S02000894,Female,"70+",349
S02000894,Male,"70+",324
S02000670,Female,"[0,17)",171
S02000670,Male,"[0,17)",158
S02000670,Female,"[17,70)",555
S02000670,Male,"[17,70)",514
S02000670,Female,"70+",85
S02000670,Male,"70+",80
S02000417,Female,"[0,17)",433
S02000417,Male,"[0,17)",400
S02000417,Female,"[17,70)",1314
S02000417,Male,"[17,70)",1213
S02000417,Female,"70+",562
S02000417,Male,"70+",519
S02001127,Female,"[0,17)",225
S02001127,Male,"[0,17)",208
S02001127,Female,"[17,70)",897
S02001127,Male,"[17,70)",828
S02001127,Female,"70+",407
S02001127,Male,"70+",377
S02000867,Female,"[0,17)",264
S02000867,Male,"[0,17)",245
S02000867,Female,"[17,70)",1059
S02000867,Male,"[17,70)",978
S02000867,Female,"70+",449
S02000867,Male,"70+",415
S02000745,Female,"[0,17)",314
S02000745,Male,"[0,17)",291
S02000745,Female,"[17,70)",1171
S02000745,Male,"[17,70)",1082
S02000745,Female,"70+",366
S02000745,Male,"70+",339
S02000746,Female,"[0,17)",247
S02000746,Male,"[0,17)",229
S02000746,Female,"[17,70)",1046
S02000746,Male,"[17,70)",966
S02000746,Female,"70+",439
S02000746,Male,"70+",407
S02000724,Female,"[0,17)",288
S02000724,Male,"[0,17)",267
S02000724,Female,"[17,70)",1138
S02000724,Male,"[17,70)",1052
S02000724,Female,"70+",391
S02000724,Male,"70+",361
S02000110,Female,"[0,17)",691
S02000110,Male,"[0,17)",639
S02000110,Female,"[17,70)",2265
S02000110,Male,"[17,70)",2092
S02000110,Female,"70+",655
S02000110,Male,"70+",605
S02000271,Female,"[0,17)",450
S02000271,Male,"[0,17)",417
S02000271,Female,"[17,70)",1337
S02000271,Male,"[17,70)",1235
S02000271,Female,"70+",429
S02000271,Male,"70+",397
S02000332,Female,"[0,17)",248
S02000332,Male,"[0,17)",230
S02000332,Female,"[17,70)",1052
S02000332,Male,"[17,70)",972
S02000332,Female,"70+",188
S02000332,Male,"70+",175
S02000363,Female,"[0,17)",357
S02000363,Male,"[0,17)",331
S02000363,Female,"[17,70)",1716
S02000363,Male,"[17,70)",1584
S02000363,Female,"70+",400
S02000363,Male,"70+",370
S02000416,Female,"[0,17)",308
S02000416,Male,"[0,17)",285
S02000416,Female,"[17,70)",2168
S02000416,Male,"[17,70)",2002
S02000416,Female,"70+",305
S02000416,Male,"70+",282
S02000434,Female,"[0,17)",185
S02000434,Male,"[0,17)",171
S02000434,Female,"[17,70)",769
S02000434,Male,"[17,70)",710
S02000434,Female,"70+",349
S02000434,Male,"70+",323
S02000429,Female,"[0,17)",570
S02000429,Male,"[0,17)",527
S02000429,Female,"[17,70)",1808
S02000429,Male,"[17,70)",1669
S02000429,Female,"70+",524
S02000429,Male,"70+",485
S02000430,Female,"[0,17)",390
S02000430,Male,"[0,17)",361
S02000430,Female,"[17,70)",1441
S02000430,Male,"[17,70)",1331
S02000430,Female,"70+",265
S02000430,Male,"70+",246
S02000808,Female,"[0,17)",377
S02000808,Male,"[0,17)",348
S02000808,Female,"[17,70)",1354
S02000808,Male,"[17,70)",1250
S02000808,Female,"70+",515
S02000808,Male,"70+",476
S02000324,Female,"[0,17)",399
S02000324,Male,"[0,17)",370
S02000324,Female,"[17,70)",1377
S02000324,Male,"[17,70)",1272
S02000324,Female,"70+",331
S02000324,Male,"70+",307
S02000255,Female,"[0,17)",500
S02000255,Male,"[0,17)",462
S02000255,Female,"[17,70)",1753
S02000255,Male,"[17,70)",1620
S02000255,Female,"70+",394
S02000255,Male,"70+",365
S02000387,Female,"[0,17)",235
S02000387,Male,"[0,17)",218
S02000387,Female,"[17,70)",2595
S02000387,Male,"[17,70)",2397
S02000387,Female,"70+",245
S02000387,Male,"70+",227
S02001152,Female,"[0,17)",243
S02001152,Male,"[0,17)",225
S02001152,Female,"[17,70)",898
S02001152,Male,"[17,70)",830
S02001152,Female,"70+",291
S02001152,Male,"70+",270
S02000691,Female,"[0,17)",358
S02000691,Male,"[0,17)",332
S02000691,Female,"[17,70)",1533
S02000691,Male,"[17,70)",1416
S02000691,Female,"70+",504
S02000691,Male,"70+",466
S02000694,Female,"[0,17)",448
S02000694,Male,"[0,17)",414
S02000694,Female,"[17,70)",1541
S02000694,Male,"[17,70)",1423
S02000694,Female,"70+",336
S02000694,Male,"70+",312
S02000842,Female,"[0,17)",409
S02000842,Male,"[0,17)",379
S02000842,Female,"[17,70)",1360
S02000842,Male,"[17,70)",1257
S02000842,Female,"70+",351
S02000842,Male,"70+",324
S02000577,Female,"[0,17)",113
S02000577,Male,"[0,17)",105
S02000577,Female,"[17,70)",2150
S02000577,Male,"[17,70)",1986
S02000577,Female,"70+",264
S02000577,Male,"70+",245
S02000578,Female,"[0,17)",189
S02000578,Male,"[0,17)",176
S02000578,Female,"[17,70)",2126
S02000578,Male,"[17,70)",1964
S02000578,Female,"70+",418
S02000578,Male,"70+",386
S02000576,Female,"[0,17)",241
S02000576,Male,"[0,17)",223
S02000576,Female,"[17,70)",1381
S02000576,Male,"[17,70)",1276
S02000576,Female,"70+",426
S02000576,Male,"70+",395
S02000572,Female,"[0,17)",273
S02000572,Male,"[0,17)",252
S02000572,Female,"[17,70)",1285
S02000572,Male,"[17,70)",1187
S02000572,Female,"70+",565
S02000572,Male,"70+",523
S02001031,Female,"[0,17)",368
S02001031,Male,"[0,17)",341
S02001031,Female,"[17,70)",1379
S02001031,Male,"[17,70)",1274
S02001031,Female,"70+",538
S02001031,Male,"70+",497
S02001126,Female,"[0,17)",402
S02001126,Male,"[0,17)",372
S02001126,Female,"[17,70)",1593
S02001126,Male,"[17,70)",1471
S02001126,Female,"70+",529
S02001126,Male,"70+",490
S02001121,Female,"[0,17)",390
S02001121,Male,"[0,17)",360
S02001121,Female,"[17,70)",1567
S02001121,Male,"[17,70)",1448
S02001121,Female,"70+",497
S02001121,Male,"70+",460
S02000558,Female,"[0,17)",187
S02000558,Male,"[0,17)",173
S02000558,Female,"[17,70)",767
S02000558,Male,"[17,70)",709
S02000558,Female,"70+",314
S02000558,Male,"70+",290
S02000320,Female,"[0,17)",383
S02000320,Male,"[0,17)",355
S02000320,Female,"[17,70)",1225
S02000320,Male,"[17,70)",1131
S02000320,Female,"70+",303
S02000320,Male,"70+",280
S02000889,Female,"[0,17)",252
S02000889,Male,"[0,17)",234
S02000889,Female,"[17,70)",989
S02000889,Male,"[17,70)",913
S02000889,Female,"70+",215
S02000889,Male,"70+",199
S02000975,Female,"[0,17)",401
S02000975,Male,"[0,17)",372
S02000975,Female,"[17,70)",1489
